ID,Name,Status,Original German,Founding year,Founder,Linkedin-Account Founder,Legal Name,Legal form,Street,Postal code,City,Country,Register Number/ Company ID/ LEI,Segment,Subsegment,Bank Cooperation,Homepage,E-Mail,Insolvency,Liquidation,Date of inactivity,Local court,Former name
528,volders,1,1.0,2014.0,Jan Ansink,https://www.linkedin.com/in/janansink/,volders GmbH,GmbH,Ritterstraße 24-27,10969,Berlin,Germany,HRB 156846 B,Other FinTechs,Other FinTechs,0,https://www.volders.de/,support@volders.de,0,0,,Berlin (Charlottenburg),vertragslotse
529,ivestor,1,1.0,2010.0,Thomas Müller,https://www.linkedin.com/in/thomas-m%C3%BCller-38347741/,Solvians IT-Solutions GmbH,GmbH,Speicherstraße 55,60327,Frankfurt am Main,Germany,HRB 89070,Other FinTechs,Search Engines and Comparison Sites,0,"https://www.ivestor.de/,https://www.solvians.com/",info@ivestor.de,0,0,,Frankfurt am Main,voola
530,webIDsolutions,1,1.0,2012.0,Frank Stefan Jorga; Tim-Markus Kaiser; Franz Thomas Fürst,https://www.linkedin.com/in/frank-s-jorga-1b075721/; https://www.linkedin.com/in/tim-markus-kaiser-80676712/,WEBID SOLUTIONS GmbH,GmbH,Friedrichstraße 88,10117,Berlin,Germany,HRB 146331B ,Other FinTechs,"Technology, IT and Infrastructure",1,https://www.webid-solutions.de/,info@webid-solutions.de,0,0,,Berlin (Charlottenburg),
531,weclapp,1,1.0,2008.0,Ertan Özdil; Michael Schmidt,https://www.linkedin.com/in/ertan-%C3%B6zdil/,weclapp GmbH,GmbH,Neue Mainzer Straße 66 – 68,60311,Frankfurt am Main,Germany,HRB 114007,Other FinTechs,"Technology, IT and Infrastructure",0,https://www.weclapp.com/de/,presse@weclapp.com,0,0,,Frankfurt am Main,
532,whispeer,1,1.0,2015.0,Nils Kenneweg; Daniel Melchior,https://www.linkedin.com/in/nils-kenneweg-83874bb0/,mindpost GmbH,GmbH,Schmargendorfer Straße 34,12159,Berlin,Germany,HRB 162914 B,Other FinTechs,Other FinTechs,0,https://whispeer.de/de,feedback@whispeer.de,0,0,,Berlin (Charlottenburg),
533,Whiteout Networks,0,1.0,2013.0,Oliver Gajek,https://www.linkedin.com/in/olivergajek/,Whiteout Networks GmbH,GmbH,Grafinger Str. 6,81671,München,Germany,HRB 204479 ,Other FinTechs,Other FinTechs,0,,,0,1,2016-01-04 00:00:00,München,
534,WhoFinance,1,1.0,2007.0,Klaus-Jürgen Baum; Mustafa Behan,https://www.linkedin.com/in/klaus-j%C3%BCrgen-baum-489411146/; https://www.linkedin.com/in/mustafa-behan-ab920a39/,WhoFinance GmbH,GmbH,Teerofendamm 1,14532,Kleinmachnow ,Germany,HRB 110212B ,Other FinTechs,Other FinTechs,0,https://www.whofinance.de/,bjoern.pommeranz@whofinance.de,0,0,,Kleinmachnow,
535,xware42,0,0.0,2011.0,David Lais,https://www.linkedin.com/in/paymenthippie/,xWare42 GmbH,GmbH,Stefan-George-Ring 2,81929,München,Germany,HRB 194682,Other FinTechs,"Technology, IT and Infrastructure",0,https://www.xware42.com/,,0,0,,München,
536,Yomobit,0,1.0,2014.0,,,yomoBit UG,UG,Heidenheimer Str. 82,89075,Ulm,Germany,HRB 730345,Other FinTechs,Other FinTechs,0,,,0,1,2019-03-25 00:00:00,Ulm,
537,yukkalab,1,1.0,2014.0,Andreas Pusch; Oliver Berchtold; Christian Richter,https://www.linkedin.com/in/andreas-pusch-191440/; https://www.linkedin.com/in/oliverberchtold/; https://www.linkedin.com/in/christianrichter/,Yukka Lab AG,AG,Karl-Liebknecht-Str. 5,10178,Berlin,Germany,HRB 162402 B,Other FinTechs,Other FinTechs,0,https://www.yukkalab.de/,apu@yukkalab.com,0,0,,Berlin (Charlottenburg),Sentitrade
538,Zeitgold,1,1.0,2015.0,Jan Deepen; Kobi Eldar; Stefan Jeschonnek,https://www.linkedin.com/in/jan-deepen-30937250/en; https://www.linkedin.com/in/eldarkobi/; https://www.linkedin.com/in/stefanjeschonnek,Zeitgold GmbH,GmbH,Große Hamburger Straße 17,10115,Berlin,Germany,HRB 171502B,Other FinTechs,Other FinTechs,0,https://www.zeitgold.com/,info@zeitgold.com,0,0,2020-09-01 00:00:00,Berlin (Charlottenburg),
539,ZenMate,1,1.0,2013.0,Markus Hänel; Simon Specka,https://www.linkedin.com/in/mhaenel; https://www.linkedin.com/in/specka,ZenGuard GmbH,GmbH,Skalitzerstraße 104,10997,Berlin,Germany,HRB 15355 B,Other FinTechs,Other FinTechs,0,https://zenmate.com/de/,support@zenmate.com,0,0,,Berlin (Charlottenburg),
540,aivious,1,1.0,2018.0,Dr. Florian Röhrbein; Patrick Wilkens; Simon NA,https://www.linkedin.com/in/florian-r%C3%B6hrbein-9137a8103/; https://www.linkedin.com/in/patrick-wilkens-19b48716a/,aivious GmbH,GmbH,Radlkoferstr. 2,81373,München,Germany,HRB 245669,Other FinTechs,Insurance,0,https://www.aivious.com/,info@aivious.com,0,0,,München,
541,Belonio,1,1.0,2013.0,Frank Rohmann; Sven Janßen,https://www.linkedin.com/in/frankrohmann/; https://www.linkedin.com/in/svenjan%C3%9Fen/,Belonio GmbH,GmbH,Wienburgstraße 207,48159,Münster,Germany,HRB 17687,Other FinTechs,Other FinTechs,1,https://belonio.de/,info@belonio.de,0,0,,Münster,
542,bendesk,1,1.0,2019.0,,,tridion benefits GmbH,GmbH,Rurstr. 42,50935,Köln,Germany,HRB 68751,Other FinTechs,Other FinTechs,0,https://www.bendesk.de/,info@bendesk.de,0,0,,Köln,
543,claimbuddy,1,1.0,2018.0,Amin Khoshandam; Christian Geffke; Dr. Christoph Schwarzbach,https://www.linkedin.com/in/christian-geffke-5a4488182/,claimbird GmbH,GmbH,Hanomaghof 2,30449,Hannover,Germany,HRB 216909,Other FinTechs,Insurance,0,https://claimbuddy.de/,info@claimbuddy.de,0,0,,Hannover,
544,Crowdheroes,1,1.0,2017.0,Johannes Matthias; Nadim Iraki,https://www.linkedin.com/in/dr-johannes-matthias-60295123/; https://www.linkedin.com/in/iraki/,Nexxt.One Alpha GmbH,GmbH,Heidenelkenweg 5,10365,Berlin,Germany,HRB 183639,Other FinTechs,Insurance,1,https://crowdheroes.de/,info@crowdheroes.de,0,0,,Berlin (Charlottenburg),
545,cyberversicherungssumme,1,1.0,2018.0,Nikolaus Stapels,https://www.linkedin.com/in/nikolaus-stapels-0251ba121/,Vertriebssoftware24 GmbH,GmbH,Timmerbarg 5,23795,Klein Rönnau,Germany,HRB 19677 KI,Other FinTechs,Insurance,0,https://cyberversicherungssumme.de/index.html,,0,0,,Kiel,
546,Friday,1,0.0,2017.0,Christoph Samwer,https://www.linkedin.com/in/dr-christoph-samwer-23b4206b/,FRIDAY Deutsche Niederlassung der FRIDAY Insurance S.A.,SA,Friedrichstraße 70,10117,Berlin,Germany,HRB 196331,Other FinTechs,Insurance,0,https://www.friday.de/,,0,0,,Berlin (Charlottenburg),
547,Frontida,1,1.0,2018.0,Philipp Alexander Hierner; Marc-Andre Dommenget,https://www.linkedin.com/in/philipp-hierner-04a41010a/; https://www.linkedin.com/in/marc-andr%C3%A9-dommenget-47536a10a/,Frontida UG (haftungsbeschränkt) & Co. KG,UG (haftungsbeschränkt) & Co. KG,Feodor-Lynen-Straße 31,30625,Hannover,Germany,HRA 204882,Other FinTechs,Other FinTechs,0,https://frontida.de/,info@frontida.de,0,0,,Hannover,
548,helpcheck,1,1.0,2016.0,Phil Sokowicz,https://www.linkedin.com/in/sokowicz/,helpcheck GmbH,GmbH,Königsallee 14,40212,Düsseldorf,Germany,HRB 77080,Other FinTechs,Insurance,0,https://helpcheck.de/,help@helpcheck.de,0,0,,Düsseldorf,
549,inserve,1,1.0,2015.0,Arvin Arora; Jörg Offenhausen,https://www.linkedin.com/in/arvinarora/,inserve GmbH,GmbH,Hans-Böckler-Allee 26,30173,Hannover,Germany,HRB 213498,Other FinTechs,Insurance,0,https://inserve.de/,info@inserve.de,0,0,,Hannover,
550,Insurfox,1,1.0,,atobCARRY Holding GmbH,,atobCARRY Holding GmbH,GmbH,Yokohamastrasse 2 ,20457,Hamburg,Germany,HRB 144680,Other FinTechs,Search Engines and Comparison Sites,0,http://insurfox.de/,js@insurfox.de,0,0,,Hamburg,
551,kerberos,1,1.0,2017.0,Sven Rawe; Dr. Günter Schmid; Prof. Dr. Michael Tsambikakis; Dieter Pawlik; Dr. Marc Winstel,https://www.linkedin.com/in/sven-rawe-9b046815/; https://www.linkedin.com/in/prof-dr-michael-tsambikakis-2bb2b6a2/,Kerberos Compliance-Managementsysteme GmbH,GmbH,Im Zollhafen 24,50678,Köln,Germany,HRB 92072,Other FinTechs,Other FinTechs,0,https://www.kerberos-cms.com/,info@kerberos-cms.com,0,0,,Köln,
552,Lemonade,1,0.0,2015.0,Daniel Schreiber; Shai Wininger,https://www.linkedin.com/in/danielaschreiber/; https://www.linkedin.com/in/shaiwininger/,Lemonade Insurance N.V,N.V.,Weesperstraat 61-105,1018,Amsterdam,Netherlands,NL: 73227420,Other FinTechs,Insurance,0,https://www.lemonade.com/de/?f=1,hilfe@lemonade.com,0,0,,0,
553,mellon,1,1.0,2019.0,Philip Schur,https://www.linkedin.com/in/philip-schur/,Mellon Services GmbH,GmbH,Kortumstraße 68,44787,Bochum,Germany,HRB 18094,Other FinTechs,Other FinTechs,0,https://getmellon.de/,info@getmellon.de,0,0,,Bochum,
554,wefox,1,0.0,2017.0,Stephan Ommerborn; Samir El-Alami,https://www.linkedin.com/in/stephanommerborn/; https://www.linkedin.com/in/samirelalami/,wefox Insurance AG,AG,Am Karlsbad 16,10785,Berlin,Germany,HRB 230974 B,Other FinTechs,Insurance,0,https://www.wefox.com/de-de,feedback@wefox.com,0,0,,Berlin (Charlottenburg),ONE
555,perseus,1,1.0,2017.0,Steffen Teske; Sven Weizenegger,https://www.linkedin.com/in/teske/; https://www.linkedin.com/in/svenweizenegger/,Perseus Technologies GmbH,GmbH,Hardenbergstraße 32,10623,Berlin,Germany,HRB 180356,Other FinTechs,"Technology, IT and Infrastructure",0,https://www.perseus.de/,info@perseus.de,0,0,,Berlin (Charlottenburg),
556,riskdatascience,1,1.0,2017.0,Dr. Dimitrios Geromichalos,,RiskDataScience GmbH,GmbH,Nördliche Münchner Straße 47,82031,Grünwald,Germany,HRB 232912,Other FinTechs,Other FinTechs,1,http://riskdatascience.net/,riskdatascience@web.de,0,0,,München,
557,scanbot,1,1.0,2011.0,Frank Thelen; Marc Sieberger; Alex Koch,https://www.linkedin.com/in/frank-thelen/; https://www.linkedin.com/in/sieberger/; https://www.linkedin.com/in/alexkoche42/,doo GmbH,GmbH,Joseph-Schumpeter-Allee 25,53227,Bonn,Germany,HRB 18719,Other FinTechs,Other FinTechs,0,https://scanbot.io/de/sdk,hello@scanbot.io,0,0,,Bonn,
558,smartlutions,1,1.0,2015.0,Michael Reusch,https://www.linkedin.com/in/smartlutions/,smartlutions GmbH,GmbH,Robert-Bosch-Str. 2a,50354,Hürth,Germany,HRB 84051,Other FinTechs,Other FinTechs,0,https://smartlutions.net/,info@smartlutions.net,0,0,,Köln,
559,Banxware,1,1.0,2020.0,Miriam Wohlfarth; Jens Röhrborn; Fabian Heiß,https://www.linkedin.com/in/miriam-wohlfarth/; https://www.linkedin.com/in/jensroehrborn/; https://www.linkedin.com/in/fabian-hei%C3%9F-156470b8/,Banxware GmbH,GmbH,Reinhardtstr. 47,10117,Berlin,Germany,HRB 218697 B,Other FinTechs,"Technology, IT and Infrastructure",0,https://www.banxware.com/,info@banxware.com,0,0,,Berlin (Charlottenburg),
560,Compa,1,0.0,2000.0,,,COMPA Network AG,AG,Espenmoosstrasse 12,9008,St. Gallen,Switzerland, CHE-108.835.641,Other FinTechs,"Technology, IT and Infrastructure",0,https://www.compa.ch/,info@compa.ch,0,0,,0,
561,Monite,1,1.0,2020.0,Andrey Korchak,https://www.linkedin.com/in/a-korchak/,Monite GmbH,GmbH,Friedrichstrasse 68,10117,Berlin,Germany,HRB 221153 B,Other FinTechs,"Technology, IT and Infrastructure",0,https://monite.com/,hello@monite.com,0,0,,Berlin (Charlottenburg),Gemms
562,Heimkapital,1,1.0,2019.0,Benedikt Wenninger; Julia Schabert; Dimitrij Miller,https://www.linkedin.com/in/benedikt-wenninger-profile/; https://www.linkedin.com/in/julia-schabert-5299206a/; https://www.linkedin.com/in/dimitrij-miller-83700014b/,Heimkapital GmbH,GmbH,Ludwigstraße 9,80539,München,Germany,HRB 254362,Other FinTechs,Other FinTechs,0,https://www.heimkapital.de/,post@heimkapital.de,0,0,,München,
563,Stargazr,1,1.0,2020.0,Rafi Wadan; Juan C. Roldan,https://www.linkedin.com/in/rafiwadan/; https://www.linkedin.com/in/juancroldan/,Stargazr UG,UG,Axel-Springer-Platz 3,20355,Hamburg,Germany,HRB 162728,Other FinTechs,"Technology, IT and Infrastructure",0,https://www.stargazr.ai/,contact@stargazr.ai,0,0,,Hamburg,
564,Plutoneo,1,1.0,2020.0,Volker Braunberger,https://www.linkedin.com/in/volkerbraunberger/,Plutoneo Consulting GmbH,GmbH,Baseler Str. 10,60329,Frankfurt am Main,Germany,HRB 117014,Other FinTechs,Other FinTechs,0,https://plutoneo.com,,0,0,,Frankfurt am Main,
565,tr8fin,1,1.0,2020.0,Reimund Felderhoff; Patrick Lukas,https://www.linkedin.com/in/reimund-felderhoff-84ab3819b/; https://www.linkedin.com/in/patricklukas/,tr8fin GmbH,GmbH,Weiherstraße 10,53560,Vettelschoß,Germany,HRB 26768,Other FinTechs,"Technology, IT and Infrastructure",1,https://tr8fin.de/,info@tr8fin.de,0,0,,Vettelschoß,
566,Snoopr,1,1.0,2017.0,Markus Heussen,https://www.linkedin.com/in/markusheussen/,A-va GmbH,GmbH,Lindenstr. 48-52,40233,Düsseldorf,Germany,HRB 82244,Other FinTechs,Search Engines and Comparison Sites,0,https://www.snoopr.de,service@a-va-ai,0,0,,Düsseldorf,
567,vivy,1,1.0,2017.0,Christian Rebernik,https://www.linkedin.com/in/crebernik/,Vivy GmbH,GmbH,Schützenstraße 18,10117,Berlin,Germany,HRB 192498 B,Other FinTechs,Other FinTechs,0,https://www.vivy.com,info@vivy.com,0,0,,Berlin (Charlottenburg),
568,OfnK,1,1.0,2017.0,Christina Lindgen; David Lais,https://www.linkedin.com/in/paymenthippie/,Organisation für nachhaltigen Konsum gemeinnützige UG,UG,Friedelstraße 27,12047,Berlin,Germany,HRB 193642,Other FinTechs,Other FinTechs,0,https://www.ofnk.org,info@ofnk.org,0,0,,Berlin (Charlottenburg),
569,DOCYET,1,1.0,2016.0,Alberto de Miguel Valdunciel,https://www.linkedin.com/in/alberto-de-miguel-valdunciel-217447120/,DOCYET GmbH,GmbH,Floßplatz 6,4107,Leipzig,Germany,HRB 33908,Other FinTechs,Other FinTechs,0,https://docyet.com/,info@docyet.com,0,0,,Leipzig,
570,Insurgo,1,1.0,2016.0,Yannick Leippold,https://www.linkedin.com/in/yannick-leippold/,Insurgo GmbH,GmbH,Moritzstraße 41,65185,Wiesbaden,Germany,HRB 181443,Other FinTechs,Other FinTechs,0,https://insurgo.de/,service@insurgo.io,0,0,,Wiesbaden,
571,Paylobby,1,1.0,2016.0,Julia Houben; Peter Petridis; Tommy Djoumessy,https://www.linkedin.com/in/julia-houben-315b4442/; https://www.linkedin.com/in/peter-petridis-746359109/,Paylobby GmbH,GmbH,Hirschgartenallee,80639,München,Germany,HRB 229274,Other FinTechs,Search Engines and Comparison Sites,0,http://www.paylobby.com/en,info@paylobby.com,0,0,,München,
572,yaslife,1,1.0,2016.0,Dr. Magnus Kobel,https://www.linkedin.com/in/dr-magnus-kobel-53a390/,MAGNUM EST Digital Health GmbH,GmbH,Dircksenstraße 40,10178,Berlin,Germany,HRB 174635 B,Other FinTechs,Other FinTechs,0,https://yas.life/,info@yas.life,0,0,,Berlin (Charlottenburg),
573,Deutscher Mietkautionsbund,1,1.0,2008.0,Florian Haas; Frank Liepner,https://www.linkedin.com/in/florianhaas/; https://www.linkedin.com/in/frank-liepner-404079147/,Deutscher Mietkautionsbund e.V.,e.V.,Elsenheimerstraße 49,80687,München,Germany,VR 202006,Other FinTechs,Search Engines and Comparison Sites,0,http://www.mietkautionsbund.de,info@mietkautionsbund.de,0,0,,München,
574,Ryskex,1,0.0,2018.0,Simon Kolkmann; Dr. Marcus Schmalbach,https://www.linkedin.com/in/simon-kolkmann-713940142/; https://www.linkedin.com/in/marcus-schmalbach-803006242/,Ryskex GmbH,GmbH,Französische Straße 12,10117,Berlin,Germany,HRB 194165 B,Other FinTechs,Insurance,0,https://ryskex.com/,,0,0,,Berlin (Charlottenburg),
575,ewa,0,1.0,2016.0,Ernst Wilhelm Arnoldi,,ewa GmbH,GmbH,Poschfüerhöhe 10,45276,Essen,Germany,,Other FinTechs,Other FinTechs,0,https://www.ewa-insurtech.com/impressum/,,0,0,,Essen,
576,Geld und Wissen,1,1.0,2020.0,Jan Neynaber,https://www.linkedin.com/in/jan-neynaber-081b6b200/,Geld und Wissen GmbH,GmbH,Bertramstraße 61,60322,Frankfurt am Main ,Germany,HRB 92840,Other FinTechs,"Technology, IT and Infrastructure",0,https://geldundwissen.de/,jneynaber@geldundwissen.de,0,0,,Frankfurt am Main ,
577,Catana capital,1,1.0,2015.0,Bastian Lechner,https://www.linkedin.com/in/bastian-lechner-815b67b4/,Catana Capital GmbH,GmbH,Friedensstrasse 7,60311,Frankfurt am Main,Germany,HRB 103157,Asset Management,Robo-Advice,0,https://catanacapital.com/de/,info@catanacapital.de,0,0,,Frankfurt am Main,
578,Evergreen,1,1.0,2018.0,Iven Kurz,https://www.linkedin.com/in/iven-kurz-084b54148,Evergreen GmbH,GmbH,Dittrichring 2,04109,Leipzig,Germany,HRB 35343,Asset Management,Robo-Advice,0,https://www.evergreen.de,hello@evergreen.de,0,0,,Leipzig,
579,Fidor Bank,1,1.0,2009.0,Matthias Kröner,https://www.linkedin.com/in/matthias-kröner-602bb512,Fidor Bank AG,AG,Sandstr. 33,80335,München,Germany,HRB 149 656,Asset Management,Investment and Banking,0,https://www.fidor.de/,info@fidor.de,0,0,,München,
580,fintego,1,1.0,2013.0,European Bank for Financial Services GmbH,,European Bank for Financial Services GmbH,GmbH,Bahnhofstraße 20,85609,Aschheim,Germany,HRB 141740,Asset Management,Robo-Advice,0,https://www.fintego.de/,fintego@ebase.com,0,0,,München,
581,flatex bank,1,1.0,2016.0,Bernd Förtsch,https://www.linkedin.com/in/bernd-f%C3%B6rtsch-26988587/,flatex Bank AG,AG,Rotfeder-Ring 7,60327,Frankfurt am Main,Germany,HRB 105687,Asset Management,Investment and Banking,0,https://www.flatex-bank.com/de/,kundeninfo@flatex.com,0,0,,Frankfurt am Main,FinTech Group Bank
582,fundamental capital,0,1.0,2016.0,Arthur Vott; Oliver Matyschik; Jörn Schimanski,https://www.linkedin.com/in/arthurvott/; https://www.linkedin.com/in/olivermatyschik/; https://www.linkedin.com/in/j%C3%B6rn-schimanski-6a0016b5/,Fundamental Capital GmbH,GmbH,Hildeboldplatz 15-17,50672,Köln,Germany,HRB 95275,Asset Management,Robo-Advice,0,,support@fundamental.capital,0,1,2020-06-23 00:00:00,Köln,
583,fyrst,1,1.0,2019.0,Deutsche Bank AG,,DB Privat- und Firmenkundenbank AG,AG,Friedrich-Ebert-Allee 114 - 126,53113,Bonn,Germany,HRB 47141,Asset Management,Investment and Banking,0,https://www.fyrst.de/,support@fyrst.de,0,0,,Bonn,
584,ginmon,1,1.0,2014.0,Lars Reiner,https://www.linkedin.com/in/larsreiner/,Ginmon Vermögensverwaltung GmbH,GmbH,Mainzer Landstraße 33a,60329,Frankfurt am Main,Germany,HRB 107290,Asset Management,Robo-Advice,1,https://www.ginmon.de/,lars.reiner@ginmon.de,0,0,,Frankfurt am Main,
585,ICM,1,1.0,1999.0,,,ICM INVESTMENTBANK AG,AG,Meinekestraße 26,10719,Berlin,Germany,HRB 89673 B,Asset Management,Investment and Banking,0,https://i-c-m.de/,n.hagen@i-c-m.de,0,0,,Berlin (Charlottenburg),
586,liqid,1,1.0,2015.0,Christian Schneider-Sickert; Paul Becker; Arne Zeising; Jonas Tebbe,https://www.linkedin.com/in/christianschneidersickert/; https://www.linkedin.com/in/paulbckr/; https://www.linkedin.com/in/arnezsng/;  https://www.linkedin.com/in/jonastebbe/,LIQID Asset Management GmbH,GmbH,Kurfürstendamm 177,10707,Berlin,Germany,HRB 177099,Asset Management,Robo-Advice,1,https://www.liqid.de/de/,service@liqid.de,0,0,,Berlin (Charlottenburg),
587,minveo,1,1.0,2016.0,Johannes Schubert,https://www.linkedin.com/in/johannes-schubert-b08507b9/,Minveo AG,AG,Widenmayerstr. 12,80538,München,Germany,HRB 227017,Asset Management,Robo-Advice,0,http://www.minveo.de,info@minveo.de,0,0,,München,
588,moneyfarm,1,0.0,2016.0,Giovanni Daprà; Paolo Galvani,https://www.linkedin.com/in/daprgio/; https://www.linkedin.com/in/paolo-galvani-b09b23/,MFM Investment GmbH,GmbH,Mainzer Landstraße 250-254,60326,Frankfurt am Main,Germany,HRB 105192,Asset Management,Robo-Advice,1,https://www.moneyfarm.com/de/,service@moneyfarm.de,0,0,,Frankfurt am Main,Vaamo
589,Prospery,0,1.0,2017.0,Dirk-Jan Schuiten,https://www.linkedin.com/in/dirk-jan-schuiten-b446743/,Prospery GmbH,GmbH,Neue Rothofstraße 13-19,60313,Frankfurt am Main,Germany,HRB 103317,Asset Management,Investment and Banking,0,,service@prospery.de,0,1,2019-12-17 00:00:00,Frankfurt am Main,
590,Quirion,1,1.0,2016.0,Karl Matthäus Schmidt,https://www.linkedin.com/in/karl-matth%C3%A4us-schmidt-605694153/,quirion AG,AG,Kurfürstendamm 119,10711,Berlin,Germany,HRB 180800,Asset Management,Robo-Advice,0,https://www.quirion.de/,info@quirion.de,0,0,,Berlin (Charlottenburg),
591,scalable.capital,1,1.0,2015.0,Adam French; Erik Podzuweit; Florian Prucker; Manuela Rabener; Patrick Poschl; Simon Miller; Stefan Mittnik,https://www.linkedin.com/in/adam-french-2192034a; https://www.linkedin.com/in/erik-podzuweit-156a4567/; https://www.linkedin.com/in/florian-prucker-5a037675/; https://www.linkedin.com/in/dr-manuela-rabener-8206793a/; https://www.linkedin.com/in/patrickpoeschl/; https://www.linkedin.com/in/simon-miller-365917a4/; https://de.linkedin.com/in/stefan-mittnik-0399261a1,Scalable Capital Vermögensverwaltung GmbH,GmbH,Seitzstraße 8e,80538,München,Germany,HRB 217778,Asset Management,Robo-Advice,1,https://de.scalable.capital/,service@scalable.capital,0,0,,München,
592,Tullius Walden,1,1.0,2010.0,,,Tullius Walden Asset Management AG,AG,Ludwigstrasse 57,70176,Stuttgart,Germany,HRB 735963,Asset Management,Investment and Banking,0,https://www.tullius-walden.com/,info@tullius-walden.com,0,0,,Stuttgart,
593,VisualVest,1,1.0,2015.0,Olaf Zeitnitz,https://www.linkedin.com/in/dr-olaf-zeitnitz-722b0a1b/,VisualVest GmbH,GmbH,Mainzer Landstraße 50,60325,Frankfurt am Main,Germany,HRB 101346,Asset Management,Robo-Advice,1,https://www.visualvest.de/,kontakt@kundenservice.visualvest.de,0,0,,Frankfurt am Main,
594,vitrade,1,1.0,2010.0,flatex Bank AG,,flatex Bank AG,AG,Joachimsthaler Straße 12,10719,Berlin,Germany,HRB 180069 B,Asset Management,Investment and Banking,0,https://www.vitrade.de/,interessenten@vitrade.de,0,0,,Berlin (Charlottenburg),
595,Whitebox,1,1.0,2014.0,Birte Rothkopf; Salome Preiswerk,https://www.linkedin.com/in/birte-rothkopf-2487669/; https://www.linkedin.com/in/salome-preiswerk-a0979b9/,Whitebox GmbH,GmbH,Ingeborg-Krummer-Schroth-Str. 30 ,79106,Freiburg im Breisgau,Germany,HRB 711681,Asset Management,Robo-Advice,1,https://www.whitebox.eu/,service@whitebox.eu,0,0,,Freiburg,
596,Vivid Money,1,1.0,2019.0,Artem Yamanov; Alexander Emeshev,https://www.linkedin.com/in/artem-yamanov-59704015/; https://www.linkedin.com/in/emeshev/,Vivid Money GmbH,GmbH,Karl-Marx-Straße 97-99,12043 ,Berlin,Germany,HRB 209049 B,Asset Management,Investment and Banking,1,https://vivid.money/de-de/,info@vivid.money,0,0,,Berlin (Charlottenburg),
597,Cooler Future,1,1.0,2019.0,,,Cooler Future 1.5 GmbH,GmbH,Bergstraße 69,10115,Berlin,Germany,HRB 212589 B,Asset Management,Investment and Banking,0,https://coolerfuture.com/de,hello@coolerfuture.com,0,0,,Berlin (Charlottenburg),
598,iVE.One,1,1.0,2017.0,Phong Dao; Robert Malec,https://www.linkedin.com/in/pd-iveone/; https://www.linkedin.com/in/robert-malec-b8b331157/,Agora Innovation GmbH ,GmbH,Robert-Schneider-Str. 38,64289,Darmstadt,Germany,HRB 97223,Asset Management,Investment and Banking,0,https://www.ive.one/,hello@agora-innovation.com,0,0,,Darmstadt,
599,rubarb,1,1.0,2019.0,Fabian Scholz; Jakob Scholz; Kelvin Craig,https://www.linkedin.com/in/scholzfabian/; https://www.linkedin.com/in/jakobscholz/; https://www.linkedin.com/in/kelvin-craig-5288653/,rubarb GmbH,GmbH,Speersort 4-6,20095,Hamburg,Germany,HRB 160021,Asset Management,Investment and Banking,1,https://rubarb.app/,service@rubarb.app,0,0,,Hamburg,
600,Gratisbroker,1,1.0,2019.0,Malte Rubruck,https://www.linkedin.com/in/malte-rubruck-9ab0a8198/,GRATISBROKER GmbH,GmbH,Landshuter Allee 8–10,80637,München,Germany,HRB 242583,Asset Management,Investment and Banking,1,https://gratisbroker.de/,info@gratisbroker.de,0,0,,München,
601,Cantana Capital,1,1.0,2015.0,Bastian Lechner,https://www.linkedin.com/in/bastian-lechner-815b67b4/,Catana Capital GmbH,GmbH,Friedensstrasse 7,60311,Frankfurt am Main,Germany,HRB 103157,Asset Management,Robo-Advice,0,https://catanacapital.com/,info@catanacapital.de,0,0,,Frankfurt am Main,
602,Ayondo,1,0.0,2008.0,Manuel Heyden; Julian Handte,https://www.linkedin.com/in/manuel-heyden-41b42211/,ayondo portfolio management GmbH,GmbH,Niddastraße 91,60329,Frankfurt am Main,Germany,HRB 102933,Asset Management,Social Trading,1,https://www.ayondo.com/de,service@ayondo.com,1,0,,Frankfurt am Main,
603,bunq,1,0.0,2015.0,Ali Niknam,https://www.linkedin.com/in/ali-niknam-50253913/,bunq B.V. ,B.V.,Naritaweg 131-133,1043 BS,Amsterdam,Netherlands,54992060,Asset Management,Investment and Banking,0,https://www.bunq.com/de/,support@bunq.com,0,0,,0,
604,investify,1,0.0,2015.0,Sebastian Hasenack; Ansgar Wigger; Norman Volmer,https://www.linkedin.com/in/sebastian-hasenack-6a368366/; https://www.linkedin.com/in/ansgar-wigger-661020150/; https://www.linkedin.com/in/norman-volmer-5a963b87/,investify SA,SA,"46, Grand Rue",6630,Wasserbillig,Luxembourg,B 200777,Asset Management,Robo-Advice,1,https://www.investify.com/,service@investify.com,0,0,,Köln,
605,Lynx,1,0.0,2006.0,Hans-Joachim Rosowski,,LYNX B.V.,B.V.,Charlottenstraße 68,10117,Berlin,Germany,HRB 115523 B,Asset Management,Investment and Banking,0,https://www.lynxbroker.de/,service@lynxbroker.de,0,0,,Berlin (Charlottenburg),
606,Naga Trader,1,1.0,2015.0,Yasin Qureshi; Benjamin Bilski,https://www.linkedin.com/in/yasin-sebastian-qureshi-9454bb25/; https://www.linkedin.com/in/benjaminbilski/,The Naga Group AG,AG,Stadthausbrücke 1 - 3,20355,Hamburg,Germany,HRB 136811,Asset Management,Social Trading,0,https://naga.com/de/,support@naga.com,0,0,,Hamburg,swipestox
